name,base_total,generation,img,type1,type2,is_starter,is_legendary,is_pseudo_legendary,is_fossil,against_normal,against_fighting,against_flying,against_poison,against_ground,against_rock,against_bug,against_ghost,against_steel,against_fire,against_water,against_grass,against_electric,against_psychic,against_ice,against_dragon,against_dark
bisharp,490,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/bisharp.png,dark,steel,0,0,0,0,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.25,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.25
cobalion,580,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/cobalion.png,steel,fighting,0,1,0,0,0.5,2.0,1.0,0.0,2.0,0.25,0.25,0.5,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.25
terrakion,580,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/terrakion.png,rock,fighting,0,1,0,0,0.5,2.0,1.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,0.5
virizion,580,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/virizion.png,grass,fighting,0,1,0,0,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5
tympole,294,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/tympole.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0
palpitoad,384,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/palpitoad.png,water,ground,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0
seismitoad,509,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/seismitoad.png,water,ground,0,0,0,0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0
stunfisk,471,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/stunfisk.png,ground,electric,0,0,0,0,1.0,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0
shuckle,505,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/shuckle.png,bug,rock,0,0,0,0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
mantyke,345,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/mantyke.png,water,flying,0,0,0,0,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0
mantine,485,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/mantine.png,water,flying,0,0,0,0,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0
remoraid,300,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/remoraid.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0
octillery,480,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/octillery.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0
corsola,410,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola.png,water,rock,0,0,0,0,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0
staryu,340,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/staryu.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0
starmie,520,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/starmie.png,water,psychic,0,0,0,0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0
wailmer,400,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/wailmer.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0
wailord,500,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/wailord.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0
lapras,535,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/lapras.png,water,ice,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0
spheal,290,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/spheal.png,ice,water,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0
sealeo,410,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/sealeo.png,ice,water,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0
walrein,530,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/walrein.png,ice,water,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0
swablu,310,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/swablu.png,normal,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0
altaria,490,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/altaria.png,dragon,flying,0,0,0,0,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0
vulpix,299,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/vulpix.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0
ninetales,505,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales.png,fire,,0,0,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0
bronzor,300,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzor.png,steel,psychic,0,0,0,0,0.5,1.0,0.5,0.0,2.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,1.0
bronzong,500,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/bronzong.png,steel,psychic,0,0,0,0,0.5,1.0,0.5,0.0,2.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,1.0
sneasel,430,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel.png,dark,ice,0,0,0,0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5
weavile,510,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/weavile.png,dark,ice,0,0,0,0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5
delibird,330,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/delibird.png,ice,flying,0,0,0,0,1.0,1.0,1.0,1.0,0.0,4.0,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0
vanillite,305,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/vanillite.png,ice,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
vanillish,395,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/vanillish.png,ice,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
vanilluxe,535,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/vanilluxe.png,ice,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
swinub,250,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/swinub.png,ice,ground,0,0,0,0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0
piloswine,450,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/piloswine.png,ice,ground,0,0,0,0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0
mamoswine,530,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/mamoswine.png,ice,ground,0,0,0,0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0
ditto,288,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/ditto.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
beldum,300,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/beldum.png,steel,psychic,0,0,0,0,0.5,1.0,0.5,0.0,2.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,1.0
metang,420,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/metang.png,steel,psychic,0,0,0,0,0.5,1.0,0.5,0.0,2.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,1.0
metagross,600,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/metagross.png,steel,psychic,0,0,1,0,0.5,1.0,0.5,0.0,2.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,1.0
seel,325,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/seel.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0
dewgong,475,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/dewgong.png,water,ice,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0
throh,465,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/throh.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5
sawk,465,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/sawk.png,fighting,,0,0,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5
bouffalant,490,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/bouffalant.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
druddigon,485,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/druddigon.png,dragon,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0
golett,303,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/golett.png,ground,ghost,0,0,0,0,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0
golurk,483,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/golurk.png,ground,ghost,0,0,0,0,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0
deino,300,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/deino.png,dark,dragon,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5
zweilous,420,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/zweilous.png,dark,dragon,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5
hydreigon,600,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/hydreigon.png,dark,dragon,0,0,1,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5
slakoth,280,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/slakoth.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vigoroth,440,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/vigoroth.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
slaking,670,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/slaking.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
corphish,308,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/corphish.png,water,,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0
crawdaunt,468,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/crawdaunt.png,water,dark,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5
igglybuff,210,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/igglybuff.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jigglypuff,270,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/jigglypuff.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wigglytuff,435,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/wigglytuff.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lickitung,385,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/lickitung.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lickilicky,515,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/lickilicky.png,normal,,0,0,0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yanma,390,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/yanma.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0
yanmega,515,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/yanmega.png,bug,flying,0,0,0,0,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0
tropius,460,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/tropius.png,grass,flying,0,0,0,0,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0
carnivine,454,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/carnivine.png,grass,,0,0,0,0,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0
croagunk,300,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/croagunk.png,poison,fighting,0,0,0,0,1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5
toxicroak,490,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/toxicroak.png,poison,fighting,0,0,0,0,1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5
larvitar,300,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/larvitar.png,rock,ground,0,0,0,0,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0
pupitar,410,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/pupitar.png,rock,ground,0,0,0,0,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0
tyranitar,600,2,https://img.pokemondb.net/sprites/scarlet-violet/icon/tyranitar.png,rock,dark,0,0,1,0,0.5,4.0,0.5,0.5,2.0,1.0,2.0,0.5,2.0,0.5,2.0,2.0,1.0,0.0,1.0,1.0,0.5
reshiram,680,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/reshiram.png,dragon,fire,0,1,0,0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.25,1.0,0.25,0.5,1.0,1.0,2.0,1.0
zekrom,680,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/zekrom.png,dragon,electric,0,1,0,0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,1.0,2.0,2.0,1.0
kyurem,660,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/kyurem.png,dragon,ice,0,1,0,0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,2.0,1.0
keldeo,580,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/keldeo-ordinary.png,water,fighting,0,1,0,0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5
meloetta,600,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/meloetta-aria.png,normal,psychic,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0
genesect,600,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/genesect.png,bug,steel,0,1,0,0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,0.5
